miRNA,Target Gene,Attention_Weight
hsa-miR-150-5p,DYNLL2,0.5383481
hsa-miR-150-5p,YPEL2,0.10370195
hsa-miR-150-5p,VMP1,0.7597321
hsa-miR-150-5p,METTL2A,0.30237034
hsa-miR-150-5p,TANC2,0.39371586
hsa-miR-150-5p,TACO1,0.42304054
hsa-miR-150-5p,DDX42,0.44079405
hsa-miR-150-5p,PRKAR1A,0.7166621
hsa-miR-150-5p,SOX9,0.29652214
hsa-miR-150-5p,TMEM104,0.16646357
hsa-miR-150-5p,CDR2L,0.30850577
hsa-miR-150-5p,KCTD2,0.14955051
hsa-miR-150-5p,LLGL2,0.1720045
hsa-miR-150-5p,SAP30BP,0.44969192
hsa-miR-150-5p,SYNGR2,0.57093626
hsa-miR-150-5p,CBX2,0.101674624
hsa-miR-150-5p,GAA,0.16704683
hsa-miR-150-5p,MRPL12,0.5429803
hsa-miR-150-5p,LRRC45,0.18821667
hsa-miR-150-5p,SLC16A3,0.2669852
hsa-miR-150-5p,TEX19,0.2529548
hsa-miR-150-5p,FOXK2,0.3656812
hsa-miR-150-5p,PPP4R1,0.23582613
hsa-miR-150-5p,FAM210A,0.3421198
hsa-miR-150-5p,CDH2,0.49039072
hsa-miR-150-5p,SMAD7,0.17435516
hsa-miR-150-5p,C18orf32,0.4448345
hsa-miR-150-5p,RPL17-C18orf32,0.99603444
hsa-miR-150-5p,MBD1,0.2865061
hsa-miR-150-5p,TMX3,0.25992656
hsa-miR-150-5p,CBLN2,0.02253673
hsa-miR-150-5p,ZADH2,0.26863322
hsa-miR-150-5p,MBP,0.6552685
hsa-miR-150-5p,USP14,0.61521375
hsa-miR-150-5p,RAB12,0.27156147
hsa-miR-150-5p,RALBP1,0.4350567
hsa-miR-150-5p,LDLRAD4,0.057312377
hsa-miR-150-5p,RNF125,0.0997038
hsa-miR-150-5p,ONECUT2,0.16157034
hsa-miR-150-5p,NEDD4L,0.2419228
hsa-miR-150-5p,C19orf25,0.15803157
hsa-miR-150-5p,UQCR11,0.94375664
hsa-miR-150-5p,TCF3,0.29790407
hsa-miR-150-5p,GNG7,0.065382585
hsa-miR-150-5p,TLE5,0.6107909
hsa-miR-150-5p,ZBTB7A,0.44165698
hsa-miR-150-5p,DPP9,0.27226675
hsa-miR-150-5p,MLLT1,0.23948736
hsa-miR-150-5p,CD70,0.20969296
hsa-miR-150-5p,INSR,0.13772087
hsa-miR-150-5p,CTXN1,0.12741861
hsa-miR-150-5p,ZNF562,0.2383912
hsa-miR-150-5p,RAVER1,0.21399513
hsa-miR-150-5p,AC011511.4,0.19907859
hsa-miR-150-5p,AP1M2,0.21710075
hsa-miR-150-5p,TNPO2,0.21430764
hsa-miR-150-5p,DNASE2,0.23828554
hsa-miR-150-5p,ADGRL1,0.109829634
hsa-miR-150-5p,DNAJB1,0.66771007
hsa-miR-150-5p,BRD4,0.66040343
hsa-miR-150-5p,AKAP8,0.3389074
hsa-miR-150-5p,SLC35E1,0.30473492
hsa-miR-150-5p,NR2C2AP,0.16458939
hsa-miR-150-5p,ANKRD27,0.31979704
hsa-miR-150-5p,CEBPA,0.19646516
hsa-miR-150-5p,ZFP14,0.19406152
hsa-miR-150-5p,AKT2,0.44969904
hsa-miR-150-5p,SERTAD3,0.17626275
hsa-miR-150-5p,IRGQ,0.20037198
hsa-miR-150-5p,L34079.1,0.26615426
hsa-miR-150-5p,KCNN4,0.30806124
hsa-miR-150-5p,ZNF45,0.23711337
hsa-miR-150-5p,SYMPK,0.2609967
hsa-miR-150-5p,MYPOP,0.22268382
hsa-miR-150-5p,NOVA2,0.084609345
hsa-miR-150-5p,PNMA8A,0.15072767
hsa-miR-150-5p,PNMA8B,0.33396024
hsa-miR-150-5p,BBC3,0.1873971
hsa-miR-150-5p,FUT1,0.068675935
hsa-miR-150-5p,GYS1,0.11212126
hsa-miR-150-5p,AKT1S1,0.24526072
hsa-miR-150-5p,KLK8,0.07893152
hsa-miR-150-5p,AC011473.4,0.07893152
hsa-miR-150-5p,ZNF320,0.050724957
hsa-miR-150-5p,PTPRH,0.18395744
hsa-miR-150-5p,ZNF772,0.13685042
hsa-miR-150-5p,CFD,0.27587894
hsa-miR-150-5p,STK11,0.19866157
hsa-miR-150-5p,MIDN,0.7003804
hsa-miR-150-5p,CIRBP,0.6430022
hsa-miR-150-5p,SCAMP4,0.15956597
hsa-miR-150-5p,CSNK1G2,0.25907013
hsa-miR-150-5p,DOT1L,0.10439805
hsa-miR-150-5p,NCLN,0.23040842
hsa-miR-150-5p,VMAC,0.24340001
hsa-miR-150-5p,ZNF317,0.19364254
hsa-miR-150-5p,PIN1,0.32735097
hsa-miR-150-5p,MRPL4,0.34890428
hsa-miR-150-5p,CARM1,0.31030658
hsa-miR-150-5p,LDLR,0.2761231
hsa-miR-150-5p,ZNF791,0.28983623
hsa-miR-150-5p,RAD23A,0.62299573
hsa-miR-150-5p,NFIX,0.22154988
hsa-miR-150-5p,IER2,0.40846333
hsa-miR-150-5p,MRI1,0.20820993
hsa-miR-150-5p,TPM4,0.9917685
hsa-miR-150-5p,FAM32A,0.51850766
hsa-miR-150-5p,SLC27A1,0.067029715
hsa-miR-150-5p,COLGALT1,0.57970303
hsa-miR-150-5p,KXD1,0.44639584
hsa-miR-150-5p,UPF1,0.27509007
hsa-miR-150-5p,GATAD2A,0.3902372
hsa-miR-150-5p,ZNF714,0.09186399
hsa-miR-150-5p,KCTD15,0.26952058
hsa-miR-150-5p,PSENEN,0.41462505
hsa-miR-150-5p,ARHGAP33,0.1442778
hsa-miR-150-5p,CAPNS1,0.8509101
hsa-miR-150-5p,ZNF146,0.962671
hsa-miR-150-5p,ZNF568,0.2534633
hsa-miR-150-5p,SIPA1L3,0.39694637
hsa-miR-150-5p,SPINT2,0.99439126
hsa-miR-150-5p,SAMD4B,0.41679665
hsa-miR-150-5p,MED29,0.58929014
hsa-miR-150-5p,RAB4B-EGLN2,0.4025474
hsa-miR-150-5p,EGLN2,0.39542612
hsa-miR-150-5p,HNRNPUL1,0.91639835
hsa-miR-150-5p,ARHGEF1,0.3908638
hsa-miR-150-5p,NECTIN2,0.2088546
hsa-miR-150-5p,CALM3,0.62795806
hsa-miR-150-5p,FKRP,0.16335252
hsa-miR-150-5p,ARHGAP35,0.4227622
hsa-miR-150-5p,SAE1,0.80493695
hsa-miR-150-5p,BICRA,0.14779034
hsa-miR-150-5p,BAX,0.21016839
hsa-miR-150-5p,PPFIA3,0.093456686
hsa-miR-150-5p,PRR12,0.18357196
hsa-miR-150-5p,ATF5,0.28505725
hsa-miR-150-5p,CLEC11A,0.2656651
hsa-miR-150-5p,PPP2R1A,0.8538288
hsa-miR-150-5p,ZNF480,0.5722185
hsa-miR-150-5p,ZNF331,0.3880654
hsa-miR-150-5p,MYADM,0.8348755
hsa-miR-150-5p,NAT14,0.20875476
hsa-miR-150-5p,EPN1,0.26876876
hsa-miR-150-5p,ZNF805,0.19560133
hsa-miR-150-5p,ZNF587,0.19534747
hsa-miR-150-5p,RNASEH1,0.39374587
hsa-miR-150-5p,AC108488.2,0.26250273
hsa-miR-150-5p,PDIA6,0.9032232
hsa-miR-150-5p,SLC30A3,0.13932998
hsa-miR-150-5p,EIF2AK2,0.7098448
hsa-miR-150-5p,PREPL,0.4422857
hsa-miR-150-5p,MCFD2,0.68430716
hsa-miR-150-5p,BCL11A,0.037552558
hsa-miR-150-5p,SERTAD2,0.50732416
hsa-miR-150-5p,GFPT1,0.7351326
hsa-miR-150-5p,AAK1,0.2824283
hsa-miR-150-5p,TGFA,0.24363607
hsa-miR-150-5p,PAIP2B,0.16029988
hsa-miR-150-5p,RAB11FIP5,0.28372616
hsa-miR-150-5p,FBXO41,0.15403107
hsa-miR-150-5p,MOB1A,0.6374679
hsa-miR-150-5p,TGOLN2,0.7733235
hsa-miR-150-5p,ST3GAL5,0.2856984
hsa-miR-150-5p,POLR1A,0.24738598
hsa-miR-150-5p,ZNF514,0.22669508
hsa-miR-150-5p,STARD7,0.56633514
hsa-miR-150-5p,KANSL3,0.18244658
hsa-miR-150-5p,SEMA4C,0.06697042
hsa-miR-150-5p,ACTR1B,0.24295595
hsa-miR-150-5p,LONRF2,0.08691479
hsa-miR-150-5p,CLASP1,0.19921829
hsa-miR-150-5p,LIMS2,0.17731471
hsa-miR-150-5p,POLR2D,0.31094602
hsa-miR-150-5p,FAM168B,0.61948925
hsa-miR-150-5p,STK39,0.23729022
hsa-miR-150-5p,OLA1,0.6886726
hsa-miR-150-5p,WIPF1,0.15729699
hsa-miR-150-5p,NFE2L2,0.6345213
hsa-miR-150-5p,CALCRL,0.038354654
hsa-miR-150-5p,STAT1,0.44143105
hsa-miR-150-5p,SUMO1,0.59041375
hsa-miR-150-5p,RAPH1,0.16453145
hsa-miR-150-5p,INO80D,0.15154043
hsa-miR-150-5p,FZD5,0.09132301
hsa-miR-150-5p,FN1,0.10144016
hsa-miR-150-5p,TNS1,0.027342882
hsa-miR-150-5p,IHH,0.023993956
hsa-miR-150-5p,CNPPD1,0.2743211
hsa-miR-150-5p,ATG9A,0.18812442
hsa-miR-150-5p,AC068946.2,0.20214811
hsa-miR-150-5p,AP1S3,0.3108466
hsa-miR-150-5p,AC093884.1,0.14384611
hsa-miR-150-5p,WDFY1,0.27266294
hsa-miR-150-5p,PID1,0.3218516
hsa-miR-150-5p,USP40,0.2241645
hsa-miR-150-5p,ARL4C,0.9399511
hsa-miR-150-5p,KIF1A,0.06513999
hsa-miR-150-5p,ACP1,0.72634596
hsa-miR-150-5p,RRM2,0.3197533
hsa-miR-150-5p,GREB1,0.11177627
hsa-miR-150-5p,TRIB2,0.06058986
hsa-miR-150-5p,MYCN,0.02828109
hsa-miR-150-5p,CENPO,0.24935615
hsa-miR-150-5p,SELENOI,0.20346957
hsa-miR-150-5p,ZNF512,0.24253072
hsa-miR-150-5p,FOSL2,0.7985129
hsa-miR-150-5p,EHD3,0.11822011
hsa-miR-150-5p,CRIM1,0.89936197
hsa-miR-150-5p,EPAS1,0.96751875
hsa-miR-150-5p,SPTBN1,0.97207683
hsa-miR-150-5p,REL,0.2849332
hsa-miR-150-5p,CEP68,0.22440286
hsa-miR-150-5p,PCYOX1,0.38543117
hsa-miR-150-5p,SPR,0.42728865
hsa-miR-150-5p,SMYD5,0.26467025
hsa-miR-150-5p,ALMS1,0.2082508
hsa-miR-150-5p,TET3,0.12716547
hsa-miR-150-5p,MTHFD2,0.9525445
hsa-miR-150-5p,HK2,0.16832493
hsa-miR-150-5p,KCMF1,0.501597
hsa-miR-150-5p,KDM3A,0.31057608
hsa-miR-150-5p,RMND5A,0.2318972
hsa-miR-150-5p,CIAO1,0.43348378
hsa-miR-150-5p,CNNM4,0.11151654
hsa-miR-150-5p,CNNM3,0.15225416
hsa-miR-150-5p,MAP4K4,0.3036318
hsa-miR-150-5p,IL1R1,0.11833957
hsa-miR-150-5p,SLC9A2,0.09422085
hsa-miR-150-5p,GCC2,0.33167553
hsa-miR-150-5p,SH3RF3,0.13033773
hsa-miR-150-5p,TTL,0.349963
hsa-miR-150-5p,SLC20A1,0.53956246
hsa-miR-150-5p,STEAP3,0.18700406
hsa-miR-150-5p,INHBB,0.2626399
hsa-miR-150-5p,TSN,0.4325508
hsa-miR-150-5p,PLEKHB2,0.5735981
hsa-miR-150-5p,SPOPL,0.1586504
hsa-miR-150-5p,ACVR2A,0.067238785
hsa-miR-150-5p,RIF1,0.5330302
hsa-miR-150-5p,KCNJ3,0.22832994
hsa-miR-150-5p,TBR1,0.028037313
hsa-miR-150-5p,SLC4A10,0.033464108
hsa-miR-150-5p,CSRNP3,0.025116311
hsa-miR-150-5p,MAP3K20,0.7691442
hsa-miR-150-5p,HNRNPA3,0.79953396
hsa-miR-150-5p,ITGAV,0.5430874
hsa-miR-150-5p,NAB1,0.18592627
hsa-miR-150-5p,NABP1,0.13514549
hsa-miR-150-5p,FZD7,0.19705997
hsa-miR-150-5p,NOP58,0.93087643
hsa-miR-150-5p,BMPR2,0.15236166
hsa-miR-150-5p,CYP20A1,0.17063938
hsa-miR-150-5p,ABI2,0.27836677
hsa-miR-150-5p,PIKFYVE,0.12736578
hsa-miR-150-5p,XRCC5,0.81791204
hsa-miR-150-5p,PNKD,0.23890233
hsa-miR-150-5p,CTDSP1,0.18373056
hsa-miR-150-5p,CNOT9,0.36179608
hsa-miR-150-5p,CDK5R2,0.2255872
hsa-miR-150-5p,DNAJB2,0.29519537
hsa-miR-150-5p,KCNE4,0.046578586
hsa-miR-150-5p,RHBDD1,0.19812615
hsa-miR-150-5p,CAB39,0.22456832
hsa-miR-150-5p,DIS3L2,0.20202594
hsa-miR-150-5p,GIGYF2,0.4336679
hsa-miR-150-5p,SH3BP4,0.31124437
hsa-miR-150-5p,ACKR3,0.096226424
hsa-miR-150-5p,LRRFIP1,0.9351911
hsa-miR-150-5p,RNPEPL1,0.2829729
hsa-miR-150-5p,SEPTIN2,0.8321072
hsa-miR-150-5p,ING5,0.1321431
hsa-miR-150-5p,TBC1D20,0.30056906
hsa-miR-150-5p,SCRT2,0.07562276
hsa-miR-150-5p,ZNF343,0.17496386
hsa-miR-150-5p,C20orf194,0.100235805
hsa-miR-150-5p,RASSF2,0.22083667
hsa-miR-150-5p,GPCPD1,0.25317064
hsa-miR-150-5p,RRBP1,0.48469764
hsa-miR-150-5p,CD93,0.02796237
hsa-miR-150-5p,ABHD12,0.41906264
hsa-miR-150-5p,PLAGL2,0.11906198
hsa-miR-150-5p,PXMP4,0.12690918
hsa-miR-150-5p,SOGA1,0.19427778
hsa-miR-150-5p,BLCAP,0.1876311
hsa-miR-150-5p,TGM2,0.30421063
hsa-miR-150-5p,ZHX3,0.14001212
hsa-miR-150-5p,SLC13A3,0.23818849
hsa-miR-150-5p,ZMYND8,0.19203676
hsa-miR-150-5p,PREX1,0.070174105
hsa-miR-150-5p,B4GALT5,0.52933633
hsa-miR-150-5p,SPATA2,0.06466779
hsa-miR-150-5p,ATP9A,0.16665418
hsa-miR-150-5p,BMP7,0.19447494
hsa-miR-150-5p,PMEPA1,0.81299585
hsa-miR-150-5p,STMN3,0.18720564
hsa-miR-150-5p,SAMD10,0.017608399
hsa-miR-150-5p,ZCCHC3,0.15494306
hsa-miR-150-5p,STK35,0.1866122
hsa-miR-150-5p,NOP56,0.9605226
hsa-miR-150-5p,CDS2,0.35289636
hsa-miR-150-5p,ENTPD6,0.26408672
hsa-miR-150-5p,PYGB,0.61820436
hsa-miR-150-5p,GINS1,0.30226982
hsa-miR-150-5p,KIF3B,0.32249787
hsa-miR-150-5p,TP53INP2,0.13166344
hsa-miR-150-5p,MMP24,0.2669516
hsa-miR-150-5p,DLGAP4,0.7709671
hsa-miR-150-5p,MYL9,0.081266895
hsa-miR-150-5p,MANBAL,0.3816881
hsa-miR-150-5p,RALGAPB,0.24493447
hsa-miR-150-5p,PPP1R16B,0.04413476
hsa-miR-150-5p,LPIN3,0.22732542
hsa-miR-150-5p,HNF4A,0.104915306
hsa-miR-150-5p,TTPAL,0.18163466
hsa-miR-150-5p,YWHAB,0.996869
hsa-miR-150-5p,SYS1,0.17734969
hsa-miR-150-5p,ZSWIM1,0.21086305
hsa-miR-150-5p,NCOA3,0.40768173
hsa-miR-150-5p,RNF114,0.54327106
hsa-miR-150-5p,SNAI1,0.161506
hsa-miR-150-5p,RTF2,0.43198794
hsa-miR-150-5p,GNAS,0.9884724
hsa-miR-150-5p,LSM14B,0.28374553
hsa-miR-150-5p,NTSR1,0.18521108
hsa-miR-150-5p,DNAJC5,0.2553888
hsa-miR-150-5p,PCMTD2,0.1533712
hsa-miR-150-5p,APP,0.77112395
hsa-miR-150-5p,MIS18A,0.25476378
hsa-miR-150-5p,GART,0.61318773
hsa-miR-150-5p,RCAN1,0.19140017
hsa-miR-150-5p,BRWD1,0.20527792
hsa-miR-150-5p,ZBTB21,0.4296631
hsa-miR-150-5p,U2AF1,0.4576422
hsa-miR-150-5p,SIK1,0.28798434
hsa-miR-150-5p,UBE2G2,0.49947804
hsa-miR-150-5p,SLC19A1,0.21656072
hsa-miR-150-5p,LSS,0.18903883
hsa-miR-150-5p,CXADR,0.24769352
hsa-miR-150-5p,BACH1,0.2174581
hsa-miR-150-5p,IFNAR1,0.35386565
hsa-miR-150-5p,ETS2,0.6010306
hsa-miR-150-5p,RRP1B,0.24817275
hsa-miR-150-5p,PDXK,0.5321378
hsa-miR-150-5p,AGPAT3,0.19758768
hsa-miR-150-5p,TRAPPC10,0.11065494
hsa-miR-150-5p,DGCR2,0.13412957
hsa-miR-150-5p,ESS2,0.24001575
hsa-miR-150-5p,RTL10,0.067335516
hsa-miR-150-5p,PPM1F,0.2119458
hsa-miR-150-5p,GUCD1,0.23266861
hsa-miR-150-5p,PITPNB,0.40192112
hsa-miR-150-5p,XBP1,0.62901884
hsa-miR-150-5p,THOC5,0.23827407
hsa-miR-150-5p,NIPSNAP1,0.26424262
hsa-miR-150-5p,RNF215,0.072226256
hsa-miR-150-5p,DUSP18,0.11229904
hsa-miR-150-5p,PATZ1,0.2276904
hsa-miR-150-5p,PISD,0.16933158
hsa-miR-150-5p,PRR14L,0.1940214
hsa-miR-150-5p,FOXRED2,0.16289116
hsa-miR-150-5p,DDX17,0.7813728
hsa-miR-150-5p,SUN2,0.16478193
hsa-miR-150-5p,NPTXR,0.2135644
hsa-miR-150-5p,CBX6,0.5328292
hsa-miR-150-5p,CBX7,0.11860281
hsa-miR-150-5p,NAGA,0.07304943
hsa-miR-150-5p,RRP7A,0.4707039
hsa-miR-150-5p,POLDIP3,0.3399272
hsa-miR-150-5p,A4GALT,0.23601483
hsa-miR-150-5p,ARFGAP3,0.44170696
hsa-miR-150-5p,MCAT,0.23835157
hsa-miR-150-5p,RTL6,0.1968452
hsa-miR-150-5p,CERK,0.21173374
hsa-miR-150-5p,BRD1,0.15188237
hsa-miR-150-5p,PLXNB2,0.29916725
hsa-miR-150-5p,ZNF74,0.13850367
hsa-miR-150-5p,CRKL,0.23004739
hsa-miR-150-5p,HIC2,0.06710911
hsa-miR-150-5p,BCR,0.24185157
hsa-miR-150-5p,GRK3,0.07746568
hsa-miR-150-5p,CCDC117,0.17700201
hsa-miR-150-5p,NF2,0.19477652
hsa-miR-150-5p,MTMR3,0.10710556
hsa-miR-150-5p,LIMK2,0.12642568
hsa-miR-150-5p,TIMP3,0.05182223
hsa-miR-150-5p,CDC42EP1,0.39565527
hsa-miR-150-5p,MICALL1,0.23058432
hsa-miR-150-5p,CBY1,0.21431784
hsa-miR-150-5p,SYNGR1,0.2128875
hsa-miR-150-5p,TNRC6B,0.32029003
hsa-miR-150-5p,XPNPEP3,0.31033224
hsa-miR-150-5p,ZC3H7B,0.1330054
hsa-miR-150-5p,SREBF2,0.18053637
hsa-miR-150-5p,NUP50,0.41543353
hsa-miR-150-5p,FAM118A,0.12969406
hsa-miR-150-5p,PPARA,0.065617
hsa-miR-150-5p,GTSE1,0.15821238
hsa-miR-150-5p,SHANK3,0.13199618
hsa-miR-150-5p,PRRT3,0.075572014
hsa-miR-150-5p,MKRN2OS,0.23498702
hsa-miR-150-5p,RAF1,0.22591186
hsa-miR-150-5p,RPL32,0.9998388
hsa-miR-150-5p,IQSEC1,0.30356666
hsa-miR-150-5p,MRPS25,0.32964432
hsa-miR-150-5p,RBSN,0.13252932
hsa-miR-150-5p,CMTM6,0.6743666
hsa-miR-150-5p,TMPPE,0.038107265
hsa-miR-150-5p,SEC22C,0.1732206
hsa-miR-150-5p,ZNF445,0.12805444
hsa-miR-150-5p,KIAA1143,0.57314736
hsa-miR-150-5p,ZDHHC3,0.38397914
hsa-miR-150-5p,SMARCC1,0.66642046
hsa-miR-150-5p,MAP4,0.82179505
hsa-miR-150-5p,CDC25A,0.12340535
hsa-miR-150-5p,CELSR3,0.11937116
hsa-miR-150-5p,NCKIPSD,0.098680906
hsa-miR-150-5p,IP6K1,0.13242562
hsa-miR-150-5p,HYAL2,0.23448004
hsa-miR-150-5p,TUSC2,0.14990969
hsa-miR-150-5p,ABHD14B,0.1596073
hsa-miR-150-5p,PRICKLE2,0.08734456
hsa-miR-150-5p,SUCLG2,0.3241861
hsa-miR-150-5p,EIF4E3,0.24555913
hsa-miR-150-5p,CLDND1,0.24892302
hsa-miR-150-5p,TOMM70,0.704909
hsa-miR-150-5p,CBLB,0.22917154
hsa-miR-150-5p,CD47,0.45105338
hsa-miR-150-5p,GSK3B,0.28999865
hsa-miR-150-5p,LRRC58,0.8345224
hsa-miR-150-5p,MYLK,0.17810324
hsa-miR-150-5p,HEG1,0.25086054
hsa-miR-150-5p,ZNF148,0.3599379
hsa-miR-150-5p,MGLL,0.6195912
hsa-miR-150-5p,RPN1,0.6206638
hsa-miR-150-5p,CNBP,0.98617053
hsa-miR-150-5p,PLXND1,0.07310325
hsa-miR-150-5p,TOPBP1,0.30694193
hsa-miR-150-5p,AMOTL2,0.395428
hsa-miR-150-5p,PIK3CB,0.20922598
hsa-miR-150-5p,COPB2,0.4780775
hsa-miR-150-5p,GK5,0.09980705
hsa-miR-150-5p,PFN2,0.7250324
hsa-miR-150-5p,SIAH2,0.2358548
hsa-miR-150-5p,SSR3,0.95865196
hsa-miR-150-5p,MECOM,0.058515742
hsa-miR-150-5p,PHC3,0.33724454
hsa-miR-150-5p,NCEH1,0.49646792
hsa-miR-150-5p,KLHL6,0.077688865
hsa-miR-150-5p,TMEM41A,0.27708742
hsa-miR-150-5p,LIPH,0.21879424
hsa-miR-150-5p,IGF2BP2,0.39462557
hsa-miR-150-5p,MASP1,0.037292626
hsa-miR-150-5p,ATP13A3,0.4429888
hsa-miR-150-5p,UBXN7,0.24537231
hsa-miR-150-5p,CHL1,0.03852658
hsa-miR-150-5p,BHLHE40,0.7524064
hsa-miR-150-5p,SETD5,0.30414712
hsa-miR-150-5p,IRAK2,0.27758765
hsa-miR-150-5p,TMEM43,0.3041123
hsa-miR-150-5p,LSM3,0.79490674
hsa-miR-150-5p,OXNAD1,0.27797684
hsa-miR-150-5p,NR1D2,0.42395502
hsa-miR-150-5p,OXSM,0.21292937
hsa-miR-150-5p,TRIM71,0.022353206
hsa-miR-150-5p,CRTAP,0.7589932
hsa-miR-150-5p,CTDSPL,0.092009634
hsa-miR-150-5p,OXSR1,0.52006763
hsa-miR-150-5p,ACVR2B,0.06211646
hsa-miR-150-5p,RPSA,0.99908924
hsa-miR-150-5p,ZNF619,0.1529937
hsa-miR-150-5p,ZNF620,0.12559783
hsa-miR-150-5p,ZNF621,0.15010525
hsa-miR-150-5p,CTNNB1,0.73714143
hsa-miR-150-5p,TRAK1,0.20108688
hsa-miR-150-5p,ZBTB47,0.053125218
hsa-miR-150-5p,SNRK,0.099583186
hsa-miR-150-5p,ZNF502,0.25141397
hsa-miR-150-5p,LIMD1,0.28066465
hsa-miR-150-5p,ARIH2,0.26032123
hsa-miR-150-5p,DAG1,0.21829657
hsa-miR-150-5p,APEH,0.26889318
hsa-miR-150-5p,SEMA3B,0.10254893
hsa-miR-150-5p,MAPKAPK3,0.18898568
hsa-miR-150-5p,NISCH,0.14185423
hsa-miR-150-5p,RPP14,0.27327004
hsa-miR-150-5p,HTD2,0.13431224
hsa-miR-150-5p,ATXN7,0.21520649
hsa-miR-150-5p,CHMP2B,0.79034454
hsa-miR-150-5p,PCNP,0.8377854
hsa-miR-150-5p,CEP97,0.18782677
hsa-miR-150-5p,NXPE3,0.22918607
hsa-miR-150-5p,ALCAM,0.96541834
hsa-miR-150-5p,ABHD10,0.23974653
hsa-miR-150-5p,GAP43,0.023094442
hsa-miR-150-5p,PLXNA1,0.13390355
hsa-miR-150-5p,SEC61A1,0.53459084
hsa-miR-150-5p,NUDT16,0.19531456
hsa-miR-150-5p,CDV3,0.86392546
hsa-miR-150-5p,U2SURP,0.47068888
hsa-miR-150-5p,MBNL1,0.91283274
hsa-miR-150-5p,RAP2B,0.38522893
hsa-miR-150-5p,FNDC3B,0.74877155
hsa-miR-150-5p,SOX2,0.08677011
hsa-miR-150-5p,ATP11B,0.19441307
hsa-miR-150-5p,KLHL24,0.1298393
hsa-miR-150-5p,DVL3,0.16454083
hsa-miR-150-5p,AP2M1,0.68675137
hsa-miR-150-5p,FAM131A,0.1830031
hsa-miR-150-5p,EIF4A2,0.83135736
hsa-miR-150-5p,LPP,0.61519563
hsa-miR-150-5p,HES1,0.98367834
hsa-miR-150-5p,FAM43A,0.100674145
hsa-miR-150-5p,SENP5,0.1481892
hsa-miR-150-5p,TMEM129,0.1563779
hsa-miR-150-5p,LETM1,0.38015792
hsa-miR-150-5p,NELFA,0.30682403
hsa-miR-150-5p,MXD4,0.15004365
hsa-miR-150-5p,LRPAP1,0.4437966
hsa-miR-150-5p,WDR1,0.76911205
hsa-miR-150-5p,NKX3-2,0.053102747
hsa-miR-150-5p,FBXL5,0.20392357
hsa-miR-150-5p,DCAF16,0.25384927
hsa-miR-150-5p,RFC1,0.38119292
hsa-miR-150-5p,APBB2,0.19144851
hsa-miR-150-5p,CLOCK,0.17675555
hsa-miR-150-5p,GRSF1,0.5099779
hsa-miR-150-5p,G3BP2,0.7885293
hsa-miR-150-5p,NAAA,0.18913977
hsa-miR-150-5p,SCARB2,0.45406497
hsa-miR-150-5p,CNOT6L,0.16047716
hsa-miR-150-5p,SCD5,0.19204763
hsa-miR-150-5p,HPSE,0.07076589
hsa-miR-150-5p,UBE2D3,0.9217642
hsa-miR-150-5p,ELOVL6,0.36084464
hsa-miR-150-5p,CCNA2,0.17811528
hsa-miR-150-5p,SLC7A11,0.7638718
hsa-miR-150-5p,SETD7,0.6180695
hsa-miR-150-5p,TMEM192,0.34638473
hsa-miR-150-5p,DCTD,0.38215998
hsa-miR-150-5p,PCGF3,0.12848304
hsa-miR-150-5p,FGFRL1,0.30143577
hsa-miR-150-5p,FGFR3,0.044342406
hsa-miR-150-5p,SH3BP2,0.20702778
hsa-miR-150-5p,ADD1,0.22284202
hsa-miR-150-5p,ADRA2C,0.22960171
hsa-miR-150-5p,TBC1D14,0.24051292
hsa-miR-150-5p,MED28,0.18269928
hsa-miR-150-5p,KLHL5,0.49162158
hsa-miR-150-5p,SLAIN2,0.28209835
hsa-miR-150-5p,UTP3,0.36521617
hsa-miR-150-5p,AFP,0.03660183
hsa-miR-150-5p,USO1,0.36519206
hsa-miR-150-5p,STBD1,0.26115137
hsa-miR-150-5p,FAM47E-STBD1,0.25745854
hsa-miR-150-5p,AFF1,0.2162666
hsa-miR-150-5p,HERC3,0.22317046
hsa-miR-150-5p,METAP1,0.4260632
hsa-miR-150-5p,GSTCD,0.22191966
hsa-miR-150-5p,HADH,0.22981691
hsa-miR-150-5p,FGF2,0.80356514
hsa-miR-150-5p,PCDH10,0.03621289
hsa-miR-150-5p,GAB1,0.11274846
hsa-miR-150-5p,GUCY1B1,0.059058446
hsa-miR-150-5p,TMA16,0.3829853
hsa-miR-150-5p,WDR17,0.2024855
hsa-miR-150-5p,BRD9,0.28995287
hsa-miR-150-5p,CLPTM1L,0.5376531
hsa-miR-150-5p,MRPL36,0.6354025
hsa-miR-150-5p,RETREG1,0.13436937
hsa-miR-150-5p,MTMR12,0.2444314
hsa-miR-150-5p,LIFR,0.13732982
hsa-miR-150-5p,RICTOR,0.4366545
hsa-miR-150-5p,DAB2,0.21962705
hsa-miR-150-5p,RPL37,0.999899
hsa-miR-150-5p,OXCT1,0.116385
hsa-miR-150-5p,ARL15,0.16785687
hsa-miR-150-5p,IL6ST,0.7538234
hsa-miR-150-5p,PDE4D,0.73514694
hsa-miR-150-5p,SREK1IP1,0.53925383
hsa-miR-150-5p,MRPS27,0.44283867
hsa-miR-150-5p,HOMER1,0.21314704
hsa-miR-150-5p,MEF2C,0.03509625
hsa-miR-150-5p,EFNA5,0.4645962
