miRNA,Target Gene,Attention_Weight
hsa-miR-150-5p,REEP5,0.8340065
hsa-miR-150-5p,PGGT1B,0.32312852
hsa-miR-150-5p,TMED7,0.5988619
hsa-miR-150-5p,SEMA6A,0.027163386
hsa-miR-150-5p,KIF3A,0.2484575
hsa-miR-150-5p,SEPTIN8,0.12314704
hsa-miR-150-5p,AFF4,0.6307009
hsa-miR-150-5p,CXCL14,0.20048812
hsa-miR-150-5p,SPOCK1,0.21123159
hsa-miR-150-5p,ETF1,0.9035404
hsa-miR-150-5p,MZB1,0.017162217
hsa-miR-150-5p,DIAPH1,0.69560236
hsa-miR-150-5p,PCDH1,0.09316133
hsa-miR-150-5p,GNPDA1,0.6100788
hsa-miR-150-5p,SPRY4,0.065227725
hsa-miR-150-5p,FGF1,0.03392506
hsa-miR-150-5p,NR3C1,0.88264984
hsa-miR-150-5p,CSNK1A1,0.94412166
hsa-miR-150-5p,PDGFRB,0.027367374
hsa-miR-150-5p,DCTN4,0.24782932
hsa-miR-150-5p,TNIP1,0.63087153
hsa-miR-150-5p,SPARC,0.028826052
hsa-miR-150-5p,ADAM19,0.10741779
hsa-miR-150-5p,PANK3,0.5890281
hsa-miR-150-5p,FBXW11,0.3024575
hsa-miR-150-5p,UBTD2,0.16080551
hsa-miR-150-5p,DUSP1,0.91999096
hsa-miR-150-5p,BOD1,0.5171453
hsa-miR-150-5p,SNCB,0.045533877
hsa-miR-150-5p,HNRNPH1,0.9766872
hsa-miR-150-5p,TBC1D9B,0.24809077
hsa-miR-150-5p,MAPK9,0.24853918
hsa-miR-150-5p,FLT4,0.16714706
hsa-miR-150-5p,MGAT1,0.39956066
hsa-miR-150-5p,SDHA,0.44718888
hsa-miR-150-5p,TENT4A,0.24531107
hsa-miR-150-5p,BASP1,0.9916025
hsa-miR-150-5p,SLC1A3,0.22551346
hsa-miR-150-5p,RAB3C,0.028588466
hsa-miR-150-5p,ZSWIM6,0.34712398
hsa-miR-150-5p,IPO11,0.2735263
hsa-miR-150-5p,SREK1,0.46090811
hsa-miR-150-5p,PIK3R1,0.13369498
hsa-miR-150-5p,MCCC2,0.26421708
hsa-miR-150-5p,MAP1B,0.992815
hsa-miR-150-5p,TNPO1,0.9252944
hsa-miR-150-5p,BTF3,0.97993076
hsa-miR-150-5p,NR2F1,0.22110292
hsa-miR-150-5p,CAST,0.9588999
hsa-miR-150-5p,PPIP5K2,0.33160442
hsa-miR-150-5p,WDR36,0.54230976
hsa-miR-150-5p,APC,0.29056132
hsa-miR-150-5p,DCP2,0.10784346
hsa-miR-150-5p,SRFBP1,0.4700834
hsa-miR-150-5p,CDC42SE2,0.38083676
hsa-miR-150-5p,C5orf24,0.44872266
hsa-miR-150-5p,FAM53C,0.21761791
hsa-miR-150-5p,PURA,0.46467805
hsa-miR-150-5p,HARS2,0.29959
hsa-miR-150-5p,ZMAT2,0.71114767
hsa-miR-150-5p,NDST1,0.11221375
hsa-miR-150-5p,SLC36A1,0.06815243
hsa-miR-150-5p,LARP1,0.9512982
hsa-miR-150-5p,BNIP1,0.34313798
hsa-miR-150-5p,CPLX2,0.08304704
hsa-miR-150-5p,N4BP3,0.1044702
hsa-miR-150-5p,HNRNPAB,0.801261
hsa-miR-150-5p,CANX,0.97744125
hsa-miR-150-5p,MAML1,0.20617203
hsa-miR-150-5p,SLC22A23,0.110904865
hsa-miR-150-5p,RANBP9,0.21265076
hsa-miR-150-5p,KIF13A,0.23465234
hsa-miR-150-5p,MBOAT1,0.116351075
hsa-miR-150-5p,ZNF322,0.20915145
hsa-miR-150-5p,LEMD2,0.23204416
hsa-miR-150-5p,TEAD3,0.2272185
hsa-miR-150-5p,STK38,0.16553834
hsa-miR-150-5p,MOCS1,0.189328
hsa-miR-150-5p,MRPS18A,0.31233913
hsa-miR-150-5p,MCM3,0.49519792
hsa-miR-150-5p,TRAM2,0.20963621
hsa-miR-150-5p,DST,0.83494973
hsa-miR-150-5p,LMBRD1,0.2575051
hsa-miR-150-5p,TENT5A,0.118769825
hsa-miR-150-5p,IBTK,0.6626691
hsa-miR-150-5p,LYRM2,0.40426996
hsa-miR-150-5p,BVES,0.13119516
hsa-miR-150-5p,CD164,0.5908186
hsa-miR-150-5p,REV3L,0.22929229
hsa-miR-150-5p,TBC1D32,0.1196289
hsa-miR-150-5p,SERINC1,0.47981563
hsa-miR-150-5p,CCN2,0.21710718
hsa-miR-150-5p,PERP,0.9575619
hsa-miR-150-5p,ADAT2,0.13801855
hsa-miR-150-5p,NUP43,0.35560536
hsa-miR-150-5p,LRP11,0.45015347
hsa-miR-150-5p,EZR,0.9617836
hsa-miR-150-5p,RSPH3,0.21198188
hsa-miR-150-5p,SOD2,0.83881134
hsa-miR-150-5p,RPS6KA2,0.06293556
hsa-miR-150-5p,FOXF2,0.19969144
hsa-miR-150-5p,RREB1,0.18027481
hsa-miR-150-5p,CD83,0.075861625
hsa-miR-150-5p,JARID2,0.12068346
hsa-miR-150-5p,ID4,0.11486907
hsa-miR-150-5p,E2F3,0.25492185
hsa-miR-150-5p,BTN3A2,0.10994997
hsa-miR-150-5p,HMGN4,0.32232854
hsa-miR-150-5p,ZKSCAN8,0.11702682
hsa-miR-150-5p,PHF1,0.17174125
hsa-miR-150-5p,HMGA1,0.9978194
hsa-miR-150-5p,MAPK14,0.25317407
hsa-miR-150-5p,KCTD20,0.19974314
hsa-miR-150-5p,SRSF3,0.82606953
hsa-miR-150-5p,CDKN1A,0.97051346
hsa-miR-150-5p,C6orf89,0.19160752
hsa-miR-150-5p,PIM1,0.22244002
hsa-miR-150-5p,ZFAND3,0.3095773
hsa-miR-150-5p,AL365205.1,0.6132972
hsa-miR-150-5p,TOMM6,0.612428
hsa-miR-150-5p,TAF8,0.0879274
hsa-miR-150-5p,RPL7L1,0.8401119
hsa-miR-150-5p,KLHDC3,0.14056481
hsa-miR-150-5p,PTK7,0.06634362
hsa-miR-150-5p,SRF,0.37554488
hsa-miR-150-5p,PTP4A1,0.93828946
hsa-miR-150-5p,AL135905.2,0.9396276
hsa-miR-150-5p,PHF3,0.44262436
hsa-miR-150-5p,MYO6,0.26807025
hsa-miR-150-5p,NT5E,0.41744328
hsa-miR-150-5p,LIN28B,0.07303745
hsa-miR-150-5p,FOXO3,0.2459325
hsa-miR-150-5p,SLC16A10,0.04635223
hsa-miR-150-5p,SLC35F1,0.032067616
hsa-miR-150-5p,NCOA7,0.735091
hsa-miR-150-5p,RNF146,0.13826588
hsa-miR-150-5p,EYA4,0.37512788
hsa-miR-150-5p,ARFGEF3,0.21010418
hsa-miR-150-5p,VTA1,0.34533533
hsa-miR-150-5p,ADGRG6,0.40419975
hsa-miR-150-5p,TULP4,0.35910925
hsa-miR-150-5p,WTAP,0.44512716
hsa-miR-150-5p,MAP3K4,0.1815046
hsa-miR-150-5p,QKI,0.7853167
hsa-miR-150-5p,C6orf120,0.1313026
hsa-miR-150-5p,COX19,0.51864606
hsa-miR-150-5p,ACTB,0.9997452
hsa-miR-150-5p,RNF216,0.5212178
hsa-miR-150-5p,CYTH3,0.13760795
hsa-miR-150-5p,ICA1,0.24335964
hsa-miR-150-5p,SKAP2,0.5285651
hsa-miR-150-5p,FKBP14,0.3396367
hsa-miR-150-5p,PDE1C,0.07720359
hsa-miR-150-5p,NUDCD3,0.4405056
hsa-miR-150-5p,PURB,0.28465846
hsa-miR-150-5p,HUS1,0.27871913
hsa-miR-150-5p,POM121C,0.38104278
hsa-miR-150-5p,TMEM120A,0.23538207
hsa-miR-150-5p,YWHAG,0.9556878
hsa-miR-150-5p,SEMA3C,0.7587709
hsa-miR-150-5p,CACNA2D1,0.10420765
hsa-miR-150-5p,SLC25A40,0.16021013
hsa-miR-150-5p,CYP51A1,0.52681935
hsa-miR-150-5p,BET1,0.29713467
hsa-miR-150-5p,SLC25A13,0.23305449
hsa-miR-150-5p,TECPR1,0.17803887
hsa-miR-150-5p,SMURF1,0.22376806
hsa-miR-150-5p,TSC22D4,0.2398019
hsa-miR-150-5p,GIGYF1,0.12159219
hsa-miR-150-5p,PLOD3,0.32535237
hsa-miR-150-5p,SYPL1,0.54820484
hsa-miR-150-5p,FAM3C,0.34618375
hsa-miR-150-5p,IMPDH1,0.31270322
hsa-miR-150-5p,TNPO3,0.59375775
hsa-miR-150-5p,UBE2H,0.68888927
hsa-miR-150-5p,PODXL,0.3697589
hsa-miR-150-5p,SLC35B4,0.35508132
hsa-miR-150-5p,CREB3L2,0.20688456
hsa-miR-150-5p,HIPK2,0.8497009
hsa-miR-150-5p,PARP12,0.16385496
hsa-miR-150-5p,KDM7A,0.15230298
hsa-miR-150-5p,BRAF,0.27311823
hsa-miR-150-5p,DENND11,0.12920791
hsa-miR-150-5p,TCAF1,0.277352
hsa-miR-150-5p,PDIA4,0.6104962
hsa-miR-150-5p,TMUB1,0.16487306
hsa-miR-150-5p,SUN1,0.6497846
hsa-miR-150-5p,GET4,0.43328843
hsa-miR-150-5p,MAFK,0.5633011
hsa-miR-150-5p,IQCE,0.18089029
hsa-miR-150-5p,TTYH3,0.218707
hsa-miR-150-5p,FOXK1,0.3260822
hsa-miR-150-5p,C7orf26,0.31484222
hsa-miR-150-5p,GPNMB,0.16068515
hsa-miR-150-5p,TAX1BP1,0.95745677
hsa-miR-150-5p,CREB5,0.12623738
hsa-miR-150-5p,MTURN,0.13523428
hsa-miR-150-5p,DBNL,0.2248513
hsa-miR-150-5p,YKT6,0.82779616
hsa-miR-150-5p,ZMIZ2,0.28834057
hsa-miR-150-5p,NIPSNAP2,0.34464738
hsa-miR-150-5p,ZNF107,0.13359137
hsa-miR-150-5p,VKORC1L1,0.5234866
hsa-miR-150-5p,CRCP,0.44270882
hsa-miR-150-5p,POM121,0.31342185
hsa-miR-150-5p,EIF4H,0.78222233
hsa-miR-150-5p,PTPN12,0.7141752
hsa-miR-150-5p,DMTF1,0.1279322
hsa-miR-150-5p,CLDN12,0.36781245
hsa-miR-150-5p,GATAD1,0.50186616
hsa-miR-150-5p,PEG10,0.19406492
hsa-miR-150-5p,LMTK2,0.20422389
hsa-miR-150-5p,CPSF4,0.21242188
hsa-miR-150-5p,ZNF655,0.290176
hsa-miR-150-5p,ZKSCAN1,0.2688972
hsa-miR-150-5p,MEPCE,0.26946718
hsa-miR-150-5p,TRIM56,0.44321322
hsa-miR-150-5p,SERPINE1,0.97985154
hsa-miR-150-5p,AP1S1,0.19251706
hsa-miR-150-5p,CUX1,0.736071
hsa-miR-150-5p,DLD,0.43750852
hsa-miR-150-5p,TES,0.8826027
hsa-miR-150-5p,MET,0.8604828
hsa-miR-150-5p,LSM8,0.6022437
hsa-miR-150-5p,ARF5,0.35782117
hsa-miR-150-5p,HILPDA,0.21641779
hsa-miR-150-5p,METTL2B,0.44410864
hsa-miR-150-5p,CALU,0.9564084
hsa-miR-150-5p,UBN2,0.14325914
hsa-miR-150-5p,TMEM178B,0.03817149
hsa-miR-150-5p,GSTK1,0.34152004
hsa-miR-150-5p,ZYX,0.7220579
hsa-miR-150-5p,ZNF398,0.18332317
hsa-miR-150-5p,ZNF212,0.17794089
hsa-miR-150-5p,ZBED6CL,0.031386748
hsa-miR-150-5p,REPIN1,0.48131368
hsa-miR-150-5p,ZNF775,0.23589908
hsa-miR-150-5p,ABCB8,0.17991826
hsa-miR-150-5p,RBM33,0.37857425
hsa-miR-150-5p,DNAJB6,0.73378444
hsa-miR-150-5p,PPP1R3B,0.08857955
hsa-miR-150-5p,CTSB,0.9213326
hsa-miR-150-5p,MTUS1,0.7882031
hsa-miR-150-5p,EGR3,0.041302547
hsa-miR-150-5p,NEFL,0.5649401
hsa-miR-150-5p,STMN4,0.054836195
hsa-miR-150-5p,CCDC25,0.41063967
hsa-miR-150-5p,DUSP4,0.92980707
hsa-miR-150-5p,GTF2E2,0.3802902
hsa-miR-150-5p,GSR,0.7563527
hsa-miR-150-5p,PPP2CB,0.6291482
hsa-miR-150-5p,RAB11FIP1,0.21592866
hsa-miR-150-5p,FGFR1,0.5841351
hsa-miR-150-5p,SLC20A2,0.19088459
hsa-miR-150-5p,PRKDC,0.8399651
hsa-miR-150-5p,ATP6V1H,0.31169486
hsa-miR-150-5p,PLAG1,0.034618903
hsa-miR-150-5p,PDE7A,0.103508376
hsa-miR-150-5p,JPH1,0.08234016
hsa-miR-150-5p,PMP2,0.03152503
hsa-miR-150-5p,RUNX1T1,0.022806833
hsa-miR-150-5p,TRIQK,0.2143752
hsa-miR-150-5p,RBM12B,0.1785618
hsa-miR-150-5p,TP53INP1,0.07087281
hsa-miR-150-5p,YWHAZ,0.9965932
hsa-miR-150-5p,AZIN1,0.6990835
hsa-miR-150-5p,TRPS1,0.0575329
hsa-miR-150-5p,LRATD2,0.09948589
hsa-miR-150-5p,ASAP1,0.6785015
hsa-miR-150-5p,JRK,0.11664828
hsa-miR-150-5p,PYCR3,0.22948228
hsa-miR-150-5p,AGPAT5,0.5286333
hsa-miR-150-5p,MTMR9,0.18232375
hsa-miR-150-5p,SLC7A2,0.13909908
hsa-miR-150-5p,XPO7,0.27993527
hsa-miR-150-5p,FAM160B2,0.1822307
hsa-miR-150-5p,SLC39A14,0.6786389
hsa-miR-150-5p,EXTL3,0.13072853
hsa-miR-150-5p,ERLIN2,0.15400594
hsa-miR-150-5p,PLEKHA2,0.28956917
hsa-miR-150-5p,VDAC3,0.46960685
hsa-miR-150-5p,FNTA,0.39173716
hsa-miR-150-5p,CHCHD7,0.22058591
hsa-miR-150-5p,UBXN2B,0.22075215
hsa-miR-150-5p,CHD7,0.30695456
hsa-miR-150-5p,MTFR1,0.26618925
hsa-miR-150-5p,GDAP1,0.15878451
hsa-miR-150-5p,WWP1,0.2623685
hsa-miR-150-5p,LAPTM4B,0.72006977
hsa-miR-150-5p,FZD6,0.23406807
hsa-miR-150-5p,ZHX2,0.16060796
hsa-miR-150-5p,TRMT12,0.23359184
hsa-miR-150-5p,TRIB1,0.5280499
hsa-miR-150-5p,LRRC14,0.17185341
hsa-miR-150-5p,RANBP6,0.23084512
hsa-miR-150-5p,NFIB,0.46524626
hsa-miR-150-5p,HAUS6,0.4144746
hsa-miR-150-5p,CDKN2B,0.02239997
hsa-miR-150-5p,B4GALT1,0.92174745
hsa-miR-150-5p,AQP3,0.099671364
hsa-miR-150-5p,NOL6,0.28281707
hsa-miR-150-5p,DCAF12,0.30752674
hsa-miR-150-5p,FAM219A,0.18436053
hsa-miR-150-5p,TPM2,0.96518296
hsa-miR-150-5p,FBXO10,0.06611293
hsa-miR-150-5p,EXOSC3,0.3305003
hsa-miR-150-5p,C9orf64,0.39539677
hsa-miR-150-5p,HNRNPK,0.99296266
hsa-miR-150-5p,SEMA4D,0.14837502
hsa-miR-150-5p,PTCH1,0.06648948
hsa-miR-150-5p,CDC14B,0.17307752
hsa-miR-150-5p,ANKS6,0.2920815
hsa-miR-150-5p,TMEM245,0.5958039
hsa-miR-150-5p,POLE3,0.47552493
hsa-miR-150-5p,MEGF9,0.25314626
hsa-miR-150-5p,STOM,0.8070912
hsa-miR-150-5p,NDUFA8,0.5294562
hsa-miR-150-5p,ZBTB6,0.25519648
hsa-miR-150-5p,ANGPTL2,0.040630456
hsa-miR-150-5p,SH2D3C,0.03716136
hsa-miR-150-5p,ENG,0.021922613
hsa-miR-150-5p,FAM102A,0.25237978
hsa-miR-150-5p,PTGES,0.99597305
hsa-miR-150-5p,FNBP1,0.345265
hsa-miR-150-5p,SURF6,0.40071937
hsa-miR-150-5p,MED22,0.18407089
hsa-miR-150-5p,CAMSAP1,0.27476016
hsa-miR-150-5p,TMEM250,0.17779441
hsa-miR-150-5p,QSOX2,0.23217507
hsa-miR-150-5p,ENTR1,0.32645637
hsa-miR-150-5p,SEC16A,0.2663237
hsa-miR-150-5p,ABCA2,0.08085462
hsa-miR-150-5p,PNPLA7,0.10572573
hsa-miR-150-5p,PLPP6,0.06795771
hsa-miR-150-5p,CDC37L1,0.21156047
hsa-miR-150-5p,ACER2,0.03836924
hsa-miR-150-5p,MTAP,0.11577193
hsa-miR-150-5p,ACO1,0.5824178
hsa-miR-150-5p,UBE2R2,0.68086046
hsa-miR-150-5p,UNC13B,0.17326207
hsa-miR-150-5p,GLIPR2,0.25262275
hsa-miR-150-5p,TRMT10B,0.2710601
hsa-miR-150-5p,TLE4,0.14280282
hsa-miR-150-5p,NTRK2,0.03059783
hsa-miR-150-5p,CTSL,0.5834484
hsa-miR-150-5p,PHF2,0.25694758
hsa-miR-150-5p,TGFBR1,0.36591816
hsa-miR-150-5p,STX17,0.20452183
hsa-miR-150-5p,SMC2,0.58753645
hsa-miR-150-5p,SLC44A1,0.46662483
hsa-miR-150-5p,RAD23B,0.95203125
hsa-miR-150-5p,GNG10,0.57274395
hsa-miR-150-5p,DNAJC25-GNG10,0.56930757
hsa-miR-150-5p,SNX30,0.15952085
hsa-miR-150-5p,SLC31A1,0.331394
hsa-miR-150-5p,RGS3,0.10300847
hsa-miR-150-5p,ZNF618,0.108806536
hsa-miR-150-5p,GAPVD1,0.27090836
hsa-miR-150-5p,MVB12B,0.1562809
hsa-miR-150-5p,CDK9,0.27975363
hsa-miR-150-5p,SLC27A4,0.24565482
hsa-miR-150-5p,GLE1,0.28752333
hsa-miR-150-5p,SET,0.99817896
hsa-miR-150-5p,TBC1D13,0.16889259
hsa-miR-150-5p,PTPA,0.47564983
hsa-miR-150-5p,NTMT1,0.5551665
hsa-miR-150-5p,GPR107,0.2808327
hsa-miR-150-5p,AIF1L,0.17962451
hsa-miR-150-5p,GTF3C4,0.38095456
hsa-miR-150-5p,CACFD1,0.08418147
hsa-miR-150-5p,WDR5,0.27088052
hsa-miR-150-5p,RXRA,0.30042726
hsa-miR-150-5p,COL5A1,0.13803323
hsa-miR-150-5p,MRPS2,0.5706717
hsa-miR-150-5p,TRAF2,0.3126562
hsa-miR-150-5p,UAP1L1,0.112144195
hsa-miR-150-5p,BCLAF3,0.22938165
hsa-miR-150-5p,KLHL15,0.1260103
hsa-miR-150-5p,MED14,0.23095085
hsa-miR-150-5p,TIMM17B,0.5681164
hsa-miR-150-5p,OTUD5,0.4485544
hsa-miR-150-5p,SYP,0.06703144
hsa-miR-150-5p,HSD17B10,0.63604105
hsa-miR-150-5p,FGD1,0.2230429
hsa-miR-150-5p,MAGT1,0.46391502
hsa-miR-150-5p,TSC22D3,0.29955375
hsa-miR-150-5p,IRS4,0.043582927
hsa-miR-150-5p,ACSL4,0.77539074
hsa-miR-150-5p,AMMECR1,0.25607577
hsa-miR-150-5p,AMOT,0.03697759
hsa-miR-150-5p,CXorf56,0.35733214
hsa-miR-150-5p,GPC4,0.061824944
hsa-miR-150-5p,TMEM185A,0.27220267
hsa-miR-150-5p,HCFC1,0.3106315
hsa-miR-150-5p,IRAK1,0.8733056
hsa-miR-150-5p,MECP2,0.24487069
hsa-miR-150-5p,FLNA,0.8436745
hsa-miR-150-5p,PLCXD1,0.3528942
hsa-miR-150-5p,PRPS2,0.3246543
hsa-miR-150-5p,RAB9A,0.34432846
hsa-miR-150-5p,ZFX,0.19087684
hsa-miR-150-5p,TSPAN7,0.09979518
hsa-miR-150-5p,MID1IP1,0.53199744
hsa-miR-150-5p,USP9X,0.60087
hsa-miR-150-5p,CDK16,0.2637384
hsa-miR-150-5p,EBP,0.4108371
hsa-miR-150-5p,GNL3L,0.84604055
hsa-miR-150-5p,MSN,0.9100365
hsa-miR-150-5p,FAM155B,0.26495865
hsa-miR-150-5p,EDA,0.04958112
hsa-miR-150-5p,SLC16A2,0.2105088
hsa-miR-150-5p,PGK1,0.9489394
hsa-miR-150-5p,ZNF711,0.17736253
hsa-miR-150-5p,HNRNPH2,0.39098132
hsa-miR-150-5p,ARMCX3,0.39450932
hsa-miR-150-5p,PLP1,0.05903369
hsa-miR-150-5p,PRPS1,0.42596605
hsa-miR-150-5p,IL13RA1,0.6248964
hsa-miR-150-5p,ZBTB33,0.21148303
hsa-miR-150-5p,XIAP,0.60887396
hsa-miR-150-5p,PHF6,0.46121237
hsa-miR-150-5p,MTMR1,0.16836238
hsa-miR-150-5p,PNMA6A,0.20008565
hsa-miR-150-5p,ATP6AP1,0.47668
hsa-miR-150-5p,FAM50A,0.77066356
hsa-miR-151a-3p,GNB1,0.99965525
hsa-miR-151a-3p,LUZP1,0.9194871
hsa-miR-151a-3p,IFNLR1,5.746485e-06
hsa-miR-151a-3p,SYF2,0.417421
hsa-miR-151a-3p,PUM1,0.9937843
hsa-miR-151a-3p,SLC2A1,0.9652264
hsa-miR-151a-3p,ATPAF1,0.0034390106
hsa-miR-151a-3p,CYB5RL,0.000117414405
hsa-miR-151a-3p,SSBP3,0.0020452295
hsa-miR-151a-3p,SERBP1,1.0
hsa-miR-151a-3p,GNG12,0.9683616
hsa-miR-151a-3p,ZRANB2,0.797796
hsa-miR-151a-3p,DBT,0.007210498
hsa-miR-151a-3p,SORT1,0.00041876792
hsa-miR-151a-3p,NRAS,0.23952171
hsa-miR-151a-3p,NOTCH2,0.048519604
hsa-miR-151a-3p,MCL1,0.96873873
hsa-miR-151a-3p,S100A16,0.99997044
hsa-miR-151a-3p,GATAD2B,0.15563843
hsa-miR-151a-3p,ADAR,0.9532715
hsa-miR-151a-3p,ASH1L,0.96642405
hsa-miR-151a-3p,SMG5,0.49361825
hsa-miR-151a-3p,TADA1,0.0026397363
hsa-miR-151a-3p,NME7,0.018912083
hsa-miR-151a-3p,SLC19A2,0.00039211204
hsa-miR-151a-3p,RC3H1,0.007159812
hsa-miR-151a-3p,ABL2,0.9999343
hsa-miR-151a-3p,COLGALT2,0.0029906884
hsa-miR-151a-3p,ZBTB41,0.025020843
hsa-miR-151a-3p,ELK4,0.05693486
hsa-miR-151a-3p,PLXNA2,8.8045796e-05
hsa-miR-151a-3p,LPGAT1,0.98746514
hsa-miR-151a-3p,WDR26,0.23896085
hsa-miR-151a-3p,SDE2,0.0051268
hsa-miR-151a-3p,ACBD3,0.9940969
hsa-miR-151a-3p,TAF5L,0.010730363
hsa-miR-151a-3p,EXOC8,0.023179278
hsa-miR-151a-3p,DDI2,0.024305774
hsa-miR-151a-3p,RSC1A1,0.00030873725
hsa-miR-151a-3p,EPHB2,0.91995925
hsa-miR-151a-3p,CLIC4,0.9811679
hsa-miR-151a-3p,SELENON,0.0072162654
hsa-miR-151a-3p,XKR8,1.5985115e-05
hsa-miR-151a-3p,HDAC1,0.4045952
hsa-miR-151a-3p,S100PBP,0.004265125
hsa-miR-151a-3p,ZMYM4,0.05233576
hsa-miR-151a-3p,AGO3,0.022867167
hsa-miR-151a-3p,MACF1,0.93344814
hsa-miR-151a-3p,DPH2,0.013517593
hsa-miR-151a-3p,HPDL,0.0001557906
hsa-miR-151a-3p,PRKAA2,0.0055756858
hsa-miR-151a-3p,SH3GLB1,0.18840735
hsa-miR-151a-3p,PKN2,0.05546408
hsa-miR-151a-3p,S1PR1,3.1691738e-07
hsa-miR-151a-3p,PRPF38B,0.9863853
hsa-miR-151a-3p,GPSM2,0.003012137
hsa-miR-151a-3p,ATP5PB,0.99184555
hsa-miR-151a-3p,CAPZA1,0.9673498
hsa-miR-151a-3p,MAN1A2,0.3525582
hsa-miR-151a-3p,SNX27,0.16620106
hsa-miR-151a-3p,EFNA3,3.2377095e-05
hsa-miR-151a-3p,UHMK1,0.6942
hsa-miR-151a-3p,RASAL2,0.04505997
hsa-miR-151a-3p,RGL1,5.3949793e-06
hsa-miR-151a-3p,NFASC,0.00097181177
hsa-miR-151a-3p,IL24,1.1946385e-06
hsa-miR-151a-3p,UTP25,0.09473559
hsa-miR-151a-3p,VASH2,5.434315e-07
hsa-miR-151a-3p,ZNF678,3.311043e-05
hsa-miR-151a-3p,MTR,0.005044452
hsa-miR-151a-3p,DESI2,0.14759892
hsa-miR-151a-3p,USP6NL,0.00035990984
hsa-miR-151a-3p,KIF5B,0.9999994
hsa-miR-151a-3p,NRP1,0.99999845
hsa-miR-151a-3p,GLUD1,0.999884
hsa-miR-151a-3p,MYOF,0.99980885
hsa-miR-151a-3p,CACUL1,0.27872235
hsa-miR-151a-3p,CELF2,5.850136e-07
hsa-miR-151a-3p,MLLT10,0.0083233155
hsa-miR-151a-3p,KIAA1217,0.008164539
hsa-miR-151a-3p,RAB18,0.9513916
hsa-miR-151a-3p,ZEB1,0.717682
hsa-miR-151a-3p,CCNY,0.59478176
hsa-miR-151a-3p,MAPK8,0.0052894494
hsa-miR-151a-3p,DKK1,0.018128633
hsa-miR-151a-3p,TET1,1.0213579e-05
hsa-miR-151a-3p,PLAU,0.4907595
hsa-miR-151a-3p,TSPAN14,0.89268166
hsa-miR-151a-3p,PCGF5,0.44620135
hsa-miR-151a-3p,CCNJ,8.377765e-05
hsa-miR-151a-3p,SCD,1.0
hsa-miR-151a-3p,CASP7,0.027705012
hsa-miR-151a-3p,PLEKHA1,0.014497242
hsa-miR-151a-3p,ABRAXAS2,0.014959019
hsa-miR-151a-3p,CEND1,0.0036515812
hsa-miR-151a-3p,EIF4G2,1.0
hsa-miR-151a-3p,PSMA1,0.97786057
hsa-miR-151a-3p,AC018523.2,0.61594987
hsa-miR-151a-3p,PIK3C2A,0.39950043
hsa-miR-151a-3p,CD59,0.9999813
hsa-miR-151a-3p,AL049629.2,0.4360714
hsa-miR-151a-3p,TP53I11,0.0007211798
hsa-miR-151a-3p,AMBRA1,0.0031606231
hsa-miR-151a-3p,CKAP5,0.9914296
hsa-miR-151a-3p,PACSIN3,0.012307126
hsa-miR-151a-3p,GANAB,0.036651462
hsa-miR-151a-3p,CDCA5,0.010482165
hsa-miR-151a-3p,MTMR2,0.0010142699
hsa-miR-151a-3p,SLC35F2,0.69368005
hsa-miR-151a-3p,POGLUT3,0.0015697695
hsa-miR-151a-3p,DDX6,0.99988437
hsa-miR-151a-3p,NECTIN1,7.731992e-05
hsa-miR-151a-3p,TRIM29,3.711323e-05
hsa-miR-151a-3p,TEAD1,0.999276
hsa-miR-151a-3p,PRMT3,0.1533651
hsa-miR-151a-3p,MRPL49,0.1155918
hsa-miR-151a-3p,PPP6R3,0.5948909
hsa-miR-151a-3p,CCND1,1.0
hsa-miR-151a-3p,PPFIA1,0.36465442
hsa-miR-151a-3p,RNF169,0.14903472
hsa-miR-151a-3p,CUL5,0.017749887
hsa-miR-151a-3p,DIXDC1,0.00011832446
hsa-miR-151a-3p,UBE4A,0.06660942
hsa-miR-151a-3p,KMT2A,0.8863094
hsa-miR-151a-3p,OAF,0.02327633
hsa-miR-151a-3p,NRGN,0.00010049959
hsa-miR-151a-3p,EI24,0.18155816
hsa-miR-151a-3p,MRPL51,0.99221206
hsa-miR-151a-3p,DUSP16,0.0042293477
hsa-miR-151a-3p,TMTC1,2.0166651e-06
hsa-miR-151a-3p,CCNT1,0.5760476
hsa-miR-151a-3p,ADCY6,3.1517688e-05
hsa-miR-151a-3p,FMNL3,1.37830575e-05
hsa-miR-151a-3p,FAIM2,9.570028e-08
hsa-miR-151a-3p,SLC11A2,0.008337008
hsa-miR-151a-3p,CSRNP2,0.0007517998
hsa-miR-151a-3p,ITGA7,6.0559605e-06
hsa-miR-151a-3p,ANKRD52,0.00013280808
hsa-miR-151a-3p,BAZ2A,0.48658293
hsa-miR-151a-3p,PTPRB,4.8448896e-07
hsa-miR-151a-3p,SLC6A15,0.5552784
hsa-miR-151a-3p,GIT2,0.005982751
hsa-miR-151a-3p,PPP1CC,0.8561595
hsa-miR-151a-3p,TBX3,0.020067578
hsa-miR-151a-3p,RAB35,0.3872434
hsa-miR-151a-3p,CLIP1,0.99860376
hsa-miR-151a-3p,TSPAN9,0.0002998941
hsa-miR-151a-3p,CREBL2,0.023391329
hsa-miR-151a-3p,FAM234B,3.7808516e-06
hsa-miR-151a-3p,PLEKHA5,0.06950574
hsa-miR-151a-3p,BICD1,0.010101995
